"id","operation_id","user_id","receiver_id","amount","status","proceed_at","is_verif","ext_id","currency","deadline","is_secured","password","description"
"24","5","15","16","1","PENDING","2021-11-07 14:12:53","0","MLS24T","XAF",NULL,"0",NULL,NULL
"25","5","15","16","1","PENDING","2021-11-07 14:18:46","0","MLS25T","XAF",NULL,"0",NULL,NULL
"26","5","15","16","1","PENDING","2021-11-07 14:19:49","0","MLS26T","XAF",NULL,"0",NULL,NULL
"27","5","15","16","1","PENDING","2021-11-07 14:20:41","0","MLS27T","XAF",NULL,"0",NULL,NULL
"28","5","15","16","1","PENDING","2021-11-07 14:24:17","0","MLS28T","XAF",NULL,"0",NULL,NULL
"29","5","15","16","1","PENDING","2021-11-07 14:26:59","0","MLS29T","XAF",NULL,"0",NULL,NULL
"30","5","15","16","1","SUCCESS","2021-11-21 13:54:24","1","MLS30T","USD",NULL,"0",NULL,NULL
"31","5","16","14","100","SUCCESS","2021-12-04 14:22:45","1","MLS31T","XAF",NULL,"0",NULL,NULL
"32","5","16","14","1000","SUCCESS","2021-12-14 14:03:28","1","MLS32T","XAF",NULL,"0",NULL,NULL
"33","5","15","16","20000","SUCCESS","2021-12-27 13:02:49","1","MLS33T","XAF",NULL,"0",NULL,NULL
"34","5","14","16","500","SUCCESS","2022-08-28 13:51:49","1","MLS34T","XAF",NULL,"0",NULL,"test"
"35","5","15","395","9900","SUCCESS","2022-12-14 19:50:57","1","MLS35T","XAF",NULL,"0",NULL,"Paiement  prestation"
"36","5","16","416","51750","SUCCESS","2023-06-16 14:04:34","1","MLS36T","XAF",NULL,"0",NULL,"Prime Mai 2023"
"37","5","16","423","72450","SUCCESS","2023-06-22 20:08:24","1","MLS37T","XAF",NULL,"0",NULL,"Prime Mai 2023"
"38","5","16","420","55000","SUCCESS","2023-07-11 20:23:47","1","MLS38T","XAF",NULL,"0",NULL,"Mensualité Juin 2023"
"39","5","16","15","20000","SUCCESS","2023-07-11 20:35:32","1","MLS39T","XAF",NULL,"0",NULL,"Médicaments"
"40","5","16","416","55000","SUCCESS","2023-07-18 12:19:12","1","MLS40T","XAF",NULL,"0",NULL,"Mensualité Juin 2023"
"41","5","16","423","75000","SUCCESS","2023-07-18 12:20:32","1","MLS41T","XAF",NULL,"0",NULL,"Mensualité Juin 2023"
"42","5","16","426","78000","SUCCESS","2023-08-07 14:38:37","1","MLS42T","XAF",NULL,"0",NULL,"Mensualité Juillet 2023"
"43","5","16","420","52500","SUCCESS","2023-08-12 20:46:28","1","MLS43T","XAF",NULL,"0",NULL,"Mensualité Juillet 2023"
"44","5","16","416","53000","SUCCESS","2023-08-17 23:12:42","1","MLS44T","XAF",NULL,"0",NULL,"Mensualité Juillet 2023"
"45","5","16","423","73000","SUCCESS","2023-08-23 21:15:05","1","MLS45T","XAF",NULL,"0",NULL,"Mensualité Juillet 2023"
"46","5","420","15","100","SUCCESS","2023-09-03 11:12:10","1","MLS46T","XAF",NULL,"0",NULL,"My money "
"47","5","15","420","150","SUCCESS","2023-09-04 16:40:33","1","MLS47T","XAF",NULL,"0",NULL,"Bonus prestation"
"48","5","16","426","77000","SUCCESS","2023-09-08 00:29:56","1","MLS48T","XAF",NULL,"0",NULL,"Mensualité Aout 2023"
"49","5","16","416","70000","SUCCESS","2023-09-20 11:22:00","1","MLS49T","XAF",NULL,"0",NULL,"Mensualité Août 2023"
"50","5","16","15","10000","SUCCESS","2023-09-26 18:40:10","1","MLS50T","XAF",NULL,"0",NULL,"Bois une bière "
"51","5","16","423","7100","SUCCESS","2023-10-07 20:35:43","1","MLS51T","XAF",NULL,"0",NULL,"retour transaction non délivrée"
"52","5","16","426","75000","SUCCESS","2023-10-23 18:57:58","1","MLS52T","XAF",NULL,"0",NULL,"prime"
"53","5","16","420","50000","SUCCESS","2023-10-23 18:58:48","1","MLS53T","XAF",NULL,"0",NULL,"prime "
"54","5","16","423","70000","SUCCESS","2023-10-23 18:59:22","1","MLS54T","XAF",NULL,"0",NULL,"prime"
"55","5","16","416","72000","SUCCESS","2023-11-03 17:32:06","1","MLS55T","XAF",NULL,"0",NULL,"Mensualité  2023"
"56","5","16","426","75000","SUCCESS","2023-11-27 23:05:09","1","MLS56T","XAF",NULL,"0",NULL,"Prime"
"57","5","416","16","100","SUCCESS","2024-01-07 21:23:51","1","MLS57T","XAF",NULL,"0",NULL,"Test"
"58","5","16","416","71000","SUCCESS","2024-01-10 20:35:42","1","MLS58T","XAF",NULL,"0",NULL,"Mensualité Décembre 2023"
"59","5","16","423","70000","SUCCESS","2024-01-17 15:49:02","1","MLS59T","XAF",NULL,"0",NULL,"Mensualité"
"60","5","16","426","75000","SUCCESS","2024-01-17 15:49:47","1","MLS60T","XAF",NULL,"0",NULL,"Mensualité"
"61","5","16","420","50000","SUCCESS","2024-01-17 15:50:48","1","MLS61T","XAF",NULL,"0",NULL,"Mensualité"
"62","5","416","14","50","SUCCESS","2024-02-10 16:33:40","1","MLS62T","XAF",NULL,"0",NULL,"Test transfert app mobile"
"63","5","416","14","50","SUCCESS","2024-02-10 16:37:18","1","MLS63T","XAF",NULL,"0",NULL,"Test transfert mobile"
"64","5","16","416","70000","SUCCESS","2024-02-13 16:30:41","1","MLS64T","XAF",NULL,"0",NULL,"Mensualité"
"65","5","16","426","75000","SUCCESS","2024-02-13 16:31:26","1","MLS65T","XAF",NULL,"0",NULL,"Mensualité"
"66","5","16","321","858000","SUCCESS","2024-02-28 17:09:56","1","MLS66T","XAF",NULL,"0",NULL,"Versement location "
"67","5","16","416","75000","SUCCESS","2024-03-08 10:24:43","1","MLS67T","XAF",NULL,"0",NULL,"mensualité "
"68","5","16","426","75000","SUCCESS","2024-03-08 10:39:01","1","MLS68T","XAF",NULL,"0",NULL,"mensualité "
"69","5","16","321","110000","SUCCESS","2024-03-09 12:54:05","1","MLS69T","XAF",NULL,"0",NULL,"location derrick"
"70","5","415","472","1500","SUCCESS","2024-03-09 15:07:26","1","MLS70T","XAF",NULL,"0",NULL,"234"
"71","5","321","16","1000000","SUCCESS","2024-03-10 08:06:52","1","MLS71T","XAF",NULL,"0",NULL,"Transfert Yannick pour étude du sol kotto"
"72","5","14","16","500","SUCCESS","2024-03-10 09:56:00","1","MLS72T","XAF",NULL,"0",NULL,"test"
"73","5","16","423","73000","SUCCESS","2024-03-11 19:37:45","1","MLS73T","XAF",NULL,"0",NULL,"mensualité "
"74","5","16","420","51000","SUCCESS","2024-03-12 23:59:48","1","MLS74T","XAF",NULL,"0",NULL,"mensualité "
"75","5","14","473","10500","SUCCESS","2024-03-25 20:50:34","1","MLS75T","XAF",NULL,"0",NULL,"pour bail"
"76","5","16","423","15450","SUCCESS","2024-03-26 15:51:11","1","MLS76T","XAF",NULL,"0",NULL,"retour transactions non délivrées"
"77","5","16","416","85000","SUCCESS","2024-04-04 12:17:08","1","MLS77T","XAF",NULL,"0",NULL,"mensualité "
"78","5","16","426","75000","SUCCESS","2024-04-04 12:17:38","1","MLS78T","XAF",NULL,"0",NULL,"mensualité "
"79","5","16","479","10000","SUCCESS","2024-04-04 12:18:15","1","MLS79T","XAF",NULL,"0",NULL,"Transport"
"80","5","16","478","10000","SUCCESS","2024-04-04 12:18:43","1","MLS80T","XAF",NULL,"0",NULL,"Transport"
"81","5","16","482","10000","SUCCESS","2024-04-04 12:19:16","1","MLS81T","XAF",NULL,"0",NULL,"Transport"
"82","5","16","471","20000","SUCCESS","2024-04-04 12:57:35","1","MLS82T","XAF",NULL,"0",NULL,"transport"
"83","5","569","568","100","SUCCESS","2024-04-20 07:11:18","1","MLS83T","XAF",NULL,"0",NULL,"Transfert "
"84","5","568","569","100","SUCCESS","2024-04-20 07:14:06","1","MLS84T","XAF",NULL,"0",NULL,
"85","5","569","568","13.18","SUCCESS","2024-04-20 10:50:27","1","MLS85T","XAF",NULL,"0",NULL,"transfert "
"86","5","803","824","100","SUCCESS","2024-04-22 11:59:17","1","MLS86T","XAF",NULL,"0",NULL,"gift "
"87","5","803","824","1000","SUCCESS","2024-04-22 12:02:30","1","MLS87T","XAF",NULL,"0",NULL,"money "
"88","5","803","824","91","SUCCESS","2024-04-22 12:03:38","1","MLS88T","XAF",NULL,"0",NULL,"gift "
"89","5","824","803","1191","SUCCESS","2024-04-22 12:37:45","1","MLS89T","XAF",NULL,"0",NULL,"payback"
"90","5","803","824","1191","SUCCESS","2024-04-22 13:04:51","1","MLS90T","XAF",NULL,"0",NULL,"help"
"91","5","16","479","3100","SUCCESS","2024-04-22 13:22:11","1","MLS91T","XAF",NULL,"0",NULL,"Transport "
"92","5","824","803","11500","SUCCESS","2024-04-22 15:42:49","1","MLS92T","XAF",NULL,"0",NULL,"hi"
"93","5","824","803","45.77","SUCCESS","2024-04-22 15:44:35","1","MLS93T","XAF",NULL,"0",NULL,"hi"
"94","5","803","824","11546","SUCCESS","2024-04-22 15:52:49","1","MLS94T","XAF",NULL,"0",NULL,"good "
"95","5","824","903","11546","SUCCESS","2024-04-22 16:09:38","1","MLS95T","XAF",NULL,"0",NULL,"help"
"96","5","903","916","12116","SUCCESS","2024-04-22 17:04:09","1","MLS96T","XAF",NULL,"0",NULL,"money "
"97","5","916","803","23183","SUCCESS","2024-04-22 17:29:45","1","MLS97T","XAF",NULL,"0",NULL,"hi"
"98","5","803","903","23183","SUCCESS","2024-04-22 17:32:34","1","MLS98T","XAF",NULL,"0",NULL,"hi"
"99","5","903","935","23183","SUCCESS","2024-04-22 18:35:10","1","MLS99T","XAF",NULL,"0",NULL,"help"
"100","5","935","943","45243","SUCCESS","2024-04-22 19:02:31","1","MLS100T","XAF",NULL,"0",NULL,"help"
"101","5","943","803","5000","SUCCESS","2024-04-22 19:11:53","1","MLS101T","XAF",NULL,"0",NULL,
"102","5","803","943","5000","SUCCESS","2024-04-22 19:13:42","1","MLS102T","XAF",NULL,"0",NULL,
"103","5","943","942","45243","SUCCESS","2024-04-22 19:45:22","1","MLS103T","XAF",NULL,"0",NULL,
"104","5","16","479","10000","SUCCESS","2024-04-24 01:09:05","1","MLS104T","XAF",NULL,"0",NULL,"transport mer, jeu, ven"
"105","5","1578","1588","2000","SUCCESS","2024-04-26 15:16:38","1","MLS105T","XAF",NULL,"0",NULL,"aide"
"106","5","16","14","10000","SUCCESS","2024-04-28 13:38:18","1","MLS106T","XAF",NULL,"0",NULL,"Manu"
"107","5","16","479","60000","SUCCESS","2024-05-01 09:37:07","1","MLS107T","XAF",NULL,"0",NULL,"prime Avril"
"108","5","16","478","50000","SUCCESS","2024-05-01 09:38:14","1","MLS108T","XAF",NULL,"0",NULL,"Prime Avril"
"109","5","16","482","50000","SUCCESS","2024-05-01 09:38:45","1","MLS109T","XAF",NULL,"0",NULL,"Prime Avril"
"110","5","16","473","30000","SUCCESS","2024-05-01 09:39:32","1","MLS110T","XAF",NULL,"0",NULL,"Prime Avril"
"111","5","2072","1477","800","SUCCESS","2024-05-02 15:30:05","1","MLS111T","XAF",NULL,"0",NULL,"Paiement "
"112","5","1208","1250","2500","SUCCESS","2024-05-02 16:46:44","1","MLS112T","XAF",NULL,"0",NULL,"cadeau "
"113","5","1250","1208","2400","SUCCESS","2024-05-03 12:01:44","1","MLS113T","XAF",NULL,"0",NULL,"tx"
"114","5","2085","1709","1000","SUCCESS","2024-05-06 16:19:04","1","MLS114T","XAF",NULL,"0",NULL,"cc"
"115","5","1709","2085","1000","SUCCESS","2024-05-06 16:53:08","1","MLS115T","XAF",NULL,"0",NULL,"cc"
"116","5","2085","817","1000","SUCCESS","2024-05-06 16:55:25","1","MLS116T","XAF",NULL,"0",NULL,"ok"
"117","5","817","2085","1000","SUCCESS","2024-05-06 17:00:00","1","MLS117T","XAF",NULL,"0",NULL,"ok"
"118","5","2085","817","1000","SUCCESS","2024-05-06 17:03:42","1","MLS118T","XAF",NULL,"0",NULL,"cc"
"119","5","817","2085","1000","SUCCESS","2024-05-06 17:45:38","1","MLS119T","XAF",NULL,"0",NULL,"ok"
"120","5","16","479","2500","SUCCESS","2024-05-07 17:26:06","1","MLS120T","XAF",NULL,"0",NULL,"transport "
"121","5","16","14","5000","SUCCESS","2024-05-08 11:55:32","1","MLS121T","XAF",NULL,"0",NULL,"retrait selma"
"122","5","16","14","1000","SUCCESS","2024-05-08 12:11:21","1","MLS122T","XAF",NULL,"0",NULL,"credit"
"123","5","16","416","75000","SUCCESS","2024-05-13 20:05:03","1","MLS123T","XAF",NULL,"0",NULL,"serre la ceinture stp 🫣"
"124","5","16","14","1000","SUCCESS","2024-05-14 12:44:27","1","MLS124T","XAF",NULL,"0",NULL,"test"
"125","5","2085","817","500","SUCCESS","2024-05-14 18:51:05","1","MLS125T","XAF",NULL,"0",NULL,"cc"
"126","5","2085","817","500","SUCCESS","2024-05-14 18:52:27","1","MLS126T","XAF",NULL,"0",NULL,"cc"
"127","5","817","2085","2000","SUCCESS","2024-05-14 18:57:07","1","MLS127T","XAF",NULL,"0",NULL,"ok"
"128","5","2085","817","2000","SUCCESS","2024-05-17 09:19:01","1","MLS128T","XAF",NULL,"0",NULL,"cc"
"129","5","2180","817","500","SUCCESS","2024-05-24 00:32:00","1","MLS129T","XOF",NULL,"0",NULL,"achat "
"130","5","2180","817","100000","SUCCESS","2024-05-24 00:34:33","1","MLS130T","XOF",NULL,"0",NULL,"achat "
"131","5","2180","817","180000","SUCCESS","2024-05-24 00:38:24","1","MLS131T","XOF",NULL,"0",NULL,"achat "
"132","5","2180","817","4000","SUCCESS","2024-05-24 01:06:35","1","MLS132T","XOF",NULL,"0",NULL,"achat "
"133","5","2186","2187","500","SUCCESS","2024-05-25 00:24:43","1","MLS133T","XAF",NULL,"0",NULL,
"134","5","2186","2187","1000","SUCCESS","2024-05-25 00:30:58","1","MLS134T","XAF",NULL,"0",NULL,
"135","5","2187","2186","70000","SUCCESS","2024-05-25 00:59:42","1","MLS135T","XAF",NULL,"0",NULL,
"136","5","2187","2186","500","SUCCESS","2024-05-25 01:01:42","1","MLS136T","XAF",NULL,"0",NULL,
"137","5","2186","2186","500","SUCCESS","2024-05-25 01:04:35","1","MLS137T","XAF",NULL,"0",NULL,
"138","5","2186","2186","500","SUCCESS","2024-05-25 01:05:08","1","MLS138T","XAF",NULL,"0",NULL,
"139","5","2186","2188","68000","SUCCESS","2024-05-25 01:10:14","1","MLS139T","XAF",NULL,"0",NULL,
"140","5","2186","2188","1588","SUCCESS","2024-05-25 01:11:52","1","MLS140T","XAF",NULL,"0",NULL,
"141","5","2188","2187","67500","SUCCESS","2024-05-25 01:16:19","1","MLS141T","XAF",NULL,"0",NULL,
"142","5","2188","2187","1000","SUCCESS","2024-05-25 01:17:55","1","MLS142T","XAF",NULL,"0",NULL,
"143","5","2188","2186","1000","SUCCESS","2024-05-25 01:17:55","1","MLS143T","XAF",NULL,"0",NULL,
"144","5","2187","2188","66500","SUCCESS","2024-05-25 01:22:02","1","MLS144T","XAF",NULL,"0",NULL,
"145","5","2187","2188","1100","SUCCESS","2024-05-25 01:23:27","1","MLS145T","XAF",NULL,"0",NULL,
"146","5","2186","2188","1275","SUCCESS","2024-05-25 01:25:18","1","MLS146T","XAF",NULL,"0",NULL,
"147","5","2188","2186","112000","SUCCESS","2024-05-25 01:31:37","1","MLS147T","XAF",NULL,"0",NULL,
"148","5","2188","2186","700","SUCCESS","2024-05-25 01:32:02","1","MLS148T","XAF",NULL,"0",NULL,
"149","5","2186","2189","110000","SUCCESS","2024-05-25 01:34:32","1","MLS149T","XAF",NULL,"0",NULL,
"150","5","2189","2186","107000","SUCCESS","2024-05-25 01:37:48","1","MLS150T","XAF",NULL,"0",NULL,
"151","5","2189","2186","1600","SUCCESS","2024-05-25 01:38:21","1","MLS151T","XAF",NULL,"0",NULL,
"152","5","2186","2190","107000","SUCCESS","2024-05-25 01:46:46","1","MLS152T","XAF",NULL,"0",NULL,
"153","5","2190","2189","104000","SUCCESS","2024-05-25 01:49:27","1","MLS153T","XAF",NULL,"0",NULL,
"154","5","2190","2189","1600","SUCCESS","2024-05-25 01:49:59","1","MLS154T","XAF",NULL,"0",NULL,
"155","5","2189","2186","102000","SUCCESS","2024-05-25 01:52:50","1","MLS155T","XAF",NULL,"0",NULL,
"156","5","2189","2186","2200","SUCCESS","2024-05-25 01:54:53","1","MLS156T","XAF",NULL,"0",NULL,
"157","5","2186","2191","103000","SUCCESS","2024-05-25 02:04:16","1","MLS157T","XAF",NULL,"0",NULL,
"158","5","2186","2191","103000","SUCCESS","2024-05-25 02:04:16","1","MLS158T","XAF",NULL,"0",NULL,
"159","5","2186","2191","1600","SUCCESS","2024-05-25 02:04:59","1","MLS159T","XAF",NULL,"0",NULL,
"160","5","2186","2191","1600","SUCCESS","2024-05-25 02:04:59","1","MLS160T","XAF",NULL,"0",NULL,
"161","5","2191","2186","101600","SUCCESS","2024-05-25 02:09:32","1","MLS161T","XAF",NULL,"0",NULL,
"162","5","2191","2186","1600","SUCCESS","2024-05-25 02:10:08","1","MLS162T","XAF",NULL,"0",NULL,
"163","5","2186","2191","99200","SUCCESS","2024-05-25 02:20:17","1","MLS163T","XAF",NULL,"0",NULL,
"164","5","2186","2191","1700","SUCCESS","2024-05-25 02:20:46","1","MLS164T","XAF",NULL,"0",NULL,
"165","5","2191","2191","98000","SUCCESS","2024-05-25 02:24:00","1","MLS165T","XAF",NULL,"0",NULL,
"166","5","2191","2193","98000","SUCCESS","2024-05-25 02:24:00","1","MLS166T","XAF",NULL,"0",NULL,
"167","5","2191","2193","600","SUCCESS","2024-05-25 02:24:39","1","MLS167T","XAF",NULL,"0",NULL,
"168","5","14","14","1000","SUCCESS","2024-05-25 10:24:40","1","MLS168T","XAF",NULL,"0",NULL,"test"
